game_id,start_time,end_time,total_rounds,outcome,winner,num_survivors,survivors,duration_seconds
20260520_221424,2026-05-20 22:14:24.813194,2026-05-20 22:16:55.617538,2,SUCCESS,B,3,"A,B,C",150.804344
20260520_221655,2026-05-20 22:16:55.620068,2026-05-20 22:19:12.986766,2,SUCCESS,C,3,"A,C,D",137.366698
20260520_221912,2026-05-20 22:19:12.989450,2026-05-20 22:20:29.704160,1,SUCCESS,B,4,"A,B,C,D",76.71471
20260520_222029,2026-05-20 22:20:29.706554,2026-05-20 22:22:47.249939,2,SUCCESS,A,3,"A,C,D",137.543385
20260520_222247,2026-05-20 22:22:47.252946,2026-05-20 22:24:45.957198,2,SUCCESS,C,3,"B,C,D",118.704252
20260520_222445,2026-05-20 22:24:45.959980,2026-05-20 22:27:31.505100,2,SUCCESS,C,3,"A,C,D",165.54512
20260520_222731,2026-05-20 22:27:31.507353,2026-05-20 22:30:31.405713,2,SUCCESS,A,3,"A,B,C",179.89836
20260520_223031,2026-05-20 22:30:31.409660,2026-05-20 22:32:36.101772,2,SUCCESS,C,3,"B,C,D",124.692112
20260520_223236,2026-05-20 22:32:36.105244,2026-05-20 22:34:42.384935,2,SUCCESS,A,3,"A,B,D",126.279691
20260520_223442,2026-05-20 22:34:42.386896,2026-05-20 22:36:30.067284,1,SUCCESS,C,4,"A,B,C,D",107.680388
20260520_223630,2026-05-20 22:36:30.069366,2026-05-20 22:37:25.074885,1,SUCCESS,C,4,"A,B,C,D",55.005519
